	sample_id	synthesis_type	target_plug_aspect	specifier	solver	plug_aspect	stomatal_aspect	resistance	stomatal_flux_grad	bottom_flux_grad	mesophyll_flux_grad	mesophyll_flux_sol	curved_flux_grad	top_flux_grad	total_flux_grad	substomatal_mean	top_mean	mesophyll_mean	mesophyll_var	airspace_mean	airspace_var	transport	plug_area	curved_area	mesophyll_area	stomatal_area	stomatal_area_fraction	mesophyll_area_fraction	porosity	assimilation_substomatal	assimilation_mesophyll_mean
86	00088	mixed	0,3	3	diffusion	0,2878437096500989	0,04	2,4914355113491227	0,03273614436301243	0,0077049967726182085	0,0001042210507618995	0,0	6,58294553155998e-05	-0,0415592787683663	-0,0009480871266547193	0,7999999999998024	0,39999999999989977	0,49535789431912036	0,002534654937964586	0,49473039029287125	0,0032465946448273224	0,0	0,25885565737397653	1,8068781256553306	2,1829793332425527	0,0049979868846107105	0,01930800715469768	8,433191514484603	0,8961938650162542	0,0	0,0
87	00088	mixed	0,3	3	photoactive	0,2878437096500989	0,04	1,7138165284719262	0,01215700037533577	0,002859707046380424	-0,014830906196348251	0,015468823480489297	5,5784509761821875e-06	-3,6543854633296856e-06	0,00018772529088144328	0,7999999999999657	0,6871505750133873	0,697584910347989	9,36206311872839e-05	0,698413876122954	0,00012464555425859656	0,29879245517393455	0,25885565737397653	1,8068781256553306	2,1829793332425527	0,0049979868846107105	0,01930800715469768	8,433191514484603	0,8961938650162542	0,018119896016178385	0,015468823480490185
88	00088	mixed	0,3	4	diffusion	0,2878437096500989	0,05	2,1751607167022806	0,03814318042944463	0,007983750320704098	0,0001733284051653134	0,0	9,506603937775265e-05	-0,04760212068676052	-0,0012067954920688293	0,7999999999997797	0,3999999999998876	0,509206892761134	0,00332216271970655	0,5084969981611032	0,004251801316052475	0,0	0,25885565737397603	1,8068781256553248	2,1829793332427623	0,007824718974249129	0,030228116524973366	8,43319151448543	0,8961938650162954	0,0	0,0
89	00088	mixed	0,3	4	photoactive	0,2878437096500989	0,05	1,3985115729003597	0,012710519509594018	0,0026586125460849757	-0,015232669191122065	0,015896721164242386	8,258849392089343e-06	-3,972341975865663e-06	0,00014074937197315932	0,7999999999999813	0,7033951714639362	0,7141152689305567	9,863860009166845e-05	0,7149700166322394	0,00013086744318526443	0,30705763446526607	0,25885565737397603	1,8068781256553248	2,1829793332427623	0,007824718974249129	0,030228116524973366	8,43319151448543	0,8961938650162954	0,01811989601617851	0,01589672116424022
90	00038	mixed	0,25	0	diffusion	0,23949021869140008	0,0	1,2690267324333429	0,056706663015819773	0,0	0,0002482997648725562	0,0	-5,854385904333757e-05	-0,05648151117131423	0,0004149077503336367	0,8000000000000613	0,39999999999992913	0,5997563032772366	0,011167651515113152	0,6001900276049076	0,014666778888020805	0,0	0,1791913689115164	1,5035081691936023	1,5773589294689059	0,18018602250572985	1,0055507896404574	8,802650144649522	0,8530346112653081	0,0	0,0
91	00038	mixed	0,25	0	photoactive	0,23949021869140008	0,0	0,44116317665707755	0,012012942185037777	0,0	-0,011617658887117766	0,012013408479096531	-4,823079136120243e-05	-2,5068452117428247e-06	0,00034454566134728664	0,8000000000001223	0,7579241068109359	0,7704233888089084	0,00012584999350512177	0,7717481315418903	0,00017505305800691431	0,3352116944046569	0,1791913689115164	1,5035081691936023	1,5773589294689059	0,18018602250572985	1,0055507896404574	8,802650144649522	0,8530346112653081	0,012543395823808477	0,012013408479096854
92	00038	mixed	0,25	1	diffusion	0,23949021869140008	0,02	3,2307733811516073	0,01530852543122172	0,006071532762777078	5,479496398943397e-05	0,0	0,0001686693440815607	-0,02218556955520588	-0,0005820470531357606	0,800000000000445	0,4000000000002226	0,4790157604031077	0,0017982246318080214	0,4787621244107684	0,0023081839280724094	0,0	0,17919136891151702	1,503311485758045	1,5773589294690564	0,0012282216650363188	0,006854245673198707	8,802650144650332	0,8525138886971002	0,0	0,0
93	00038	mixed	0,25	1	photoactive	0,23949021869140008	0,02	2,3853708488829546	0,006958377311450402	0,0027589679767498613	-0,009810892465597633	0,010127590022820574	3,7130050779078024e-05	-1,5567962783927371e-06	-5,7973922896596224e-05	0,8000000000001253	0,6544140760245608	0,6651829150220923	9,924435835801973e-05	0,666115816110415	0,00013178964444044176	0,2825914575112104	0,17919136891151702	1,503311485758045	1,5773589294690564	0,0012282216650363188	0,006854245673198707	8,802650144650332	0,8525138886971002	0,012543395823807375	0,010127590022820526
94	00038	mixed	0,25	2	diffusion	0,23949021869140008	0,03	2,5165187507302793	0,02082842493350606	0,007296334652528828	7,519600322601622e-05	0,0	0,00020301548367794667	-0,028482421418004507	-7,945034506639323e-05	0,8000000000000438	0,4000000000000246	0,5014532928272122	0,0029627101209677236	0,5011371517690031	0,00380142061366103	0,0	0,17919136891151652	1,5033114857580392	1,577358929468896	0,002799993272164426	0,015625715061907047	8,802650144649462	0,8525138886969337	0,0	0,0
95	00038	mixed	0,25	2	photoactive	0,23949021869140008	0,03	1,6737750494848598	0,007822519388887438	0,0027391593224939076	-0,010409310188735744	0,010744935353506057	3,5412950418758674e-05	-9,714462114749788e-07	0,00018681002685288426	0,800000000000163	0,6882138493382977	0,699634648631555	0,00011147280651209248	0,7006280017885739	0,00014771839277286325	0,2998173243160107	0,17919136891151652	1,5033114857580392	1,577358929468896	0,002799993272164426	0,015625715061907047	8,802650144649462	0,8525138886969337	0,012543395823809055	0,01074493535350713
